word2vec-google-news-300,3000000,70,79,0.8860759493670886
glove-wiki-gigaword-300,3000000,70,78,0.8974358974358975
fasttext-wiki-news-subwords-300,3000000,73,79,0.9240506329113924
glove-twitter-200,2000000,42,69,0.6086956521739131
glove-twitter-100,1000000,36,69,0.5217391304347826
